id_vụ,year,yield_class,yield_class_encoded,pat_013__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_024__stage_1_Mát-Khô__stage_3_Mát-Khô,pat_018__stage_1_Mát-Khô__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_023__stage_2_Mát-Khô__stage_3_Mát-Khô__stage_4_Mát-Khô,pat_005__stage_2_Mát-Khô__stage_3_Mát-Khô__stage_5_Mát-Khô,pat_016__stage_3_Vừa-Khô,pat_011__stage_1_Mát-Khô__stage_2_Mát-Khô,pat_009__stage_2_Mát-Khô__stage_4_Mát-Khô,pat_020__stage_2_Mát-Khô__stage_5_Mát-Khô,pat_014__stage_2_Mát-Vừa,pat_001__stage_2_Mát-Khô__stage_4_Mát-Khô__stage_5_Mát-Khô,pat_030__stage_1_Mát-Khô,pat_010__stage_4_Vừa-Vừa__stage_5_Vừa-Vừa,pat_019__stage_5_Mát-Vừa,stage_4_avg_temp,pat_021__stage_3_Mát-Khô__stage_4_Mát-Khô,pat_029__stage_3_Vừa-Vừa__stage_4_Vừa-Vừa,pat_028__stage_3_Vừa-Vừa__stage_5_Vừa-Vừa,pat_006__stage_2_Vừa-Ướt__stage_5_Vừa-Vừa,stage_3_avg_et0,pat_012__stage_1_Mát-Vừa,pat_022__stage_2_Vừa-Vừa__stage_5_Vừa-Vừa,pat_002__stage_3_Mát-Khô__stage_4_Mát-Khô__stage_5_Mát-Khô,pat_007__stage_3_Mát-Khô__stage_5_Mát-Khô,stage_3_avg_temp,pat_025__stage_4_Mát-Ướt,pat_000__stage_1_Mát-Vừa__stage_4_Mát-Khô,stage_5_avg_et0,stage_2_total_precip,stage_1_avg_temp,pat_017__stage_4_Mát-Khô__stage_5_Vừa-Khô,pat_003__stage_1_Mát-Vừa__stage_3_Mát-Khô,stage_5_total_precip,pat_008__stage_3_Mát-Vừa,stage_1_count_heat_days,stage_1_avg_et0,stage_4_total_precip,pat_015__stage_4_Mát-Khô__stage_5_Mát-Khô,stage_3_count_heat_days,pat_026__stage_5_Mát-Khô
Soc Trang_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.067105102539063,0,0,0,0,4.300848706563314,0,0,0,0,28.085056432088216,0,0,3.6483046054840087,52.80000253021717,28.98217891511463,0,0,203.499996304512,0,0.0,5.63556702931722,177.2000040113926,0,0.0,0
Tra Vinh_1995_winter_spring,1995,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.817541694641115,1,0,0,0,4.321068827311198,0,0,1,1,25.763999684651697,0,0,4.964673862457276,48.69999904930592,26.706539154052734,0,0,0.8000000193715096,0,0.0,4.029779502323696,9.299999475479128,1,0.0,1
Tra Vinh_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.03493776321411,0,0,0,0,4.317940346399943,0,0,0,0,28.07427775065104,0,0,3.668370189666748,87.60000226646662,28.969733919416154,0,0,204.10000121593475,0,0.0,5.462800184885661,227.99999737739563,0,0.0,0
Tra Vinh_1995_main_season,1995,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.423999118804932,0,1,0,0,3.742430798212687,0,0,0,0,26.723861185709634,0,0,3.463660297393799,248.09999531507492,28.623701822190057,0,0,297.49999368190765,0,0.0,4.6257423105694,156.50000095367432,0,0.0,0
Can Tho_1995_main_season,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.344143676757813,0,1,0,0,3.665407387415568,0,0,0,0,26.690498733520503,0,0,3.2455021858215334,181.30000112205744,28.592403048560733,0,0,322.90000569820404,0,0.0,4.5785628613971525,129.6999985948205,0,0.0,0
Can Tho_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.085915565490723,0,0,0,0,4.232383410135905,0,0,0,0,28.140220642089844,0,0,3.5428785610198976,77.5000024586916,29.64756320771717,0,0,158.10000178962946,0,9.0,5.705951077597482,163.800000526011,0,0.0,0
Can Tho_1995_winter_spring,1995,Low,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.986540603637696,1,0,0,0,4.105513509114584,0,0,1,1,25.762304941813152,0,0,4.979325065612793,31.30000101774931,26.64508292788551,0,0,0.3000000044703483,0,0.0,3.8405465398515974,5.800000049173832,1,0.0,1
Kien Giang_1995_main_season,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.603459072113036,0,0,0,0,3.811033042271932,0,0,0,0,27.051861317952476,0,0,3.4197054433822633,180.89999794960025,28.67265546889532,0,0,355.9000056385994,0,0.0,4.794806616646903,201.6999990940094,0,0.0,0
Kien Giang_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.54002151489258,0,0,0,0,4.310999075571696,0,0,0,0,28.192834599812823,0,0,3.6338844203948977,89.80000193417072,29.89061228434245,0,0,216.10000026226044,0,10.0,5.626023133595784,122.49999809265135,0,0.0,0
Kien Giang_1995_winter_spring,1995,High,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,26.19897871017456,1,0,0,0,4.207191530863444,0,0,0,0,25.96061134338379,0,0,4.995009937286377,50.999998576939106,26.918488366263254,1,0,3.000000037252903,0,0.0,3.8481900578453425,8.000000029802322,0,0.0,0
Vinh Long_1995_winter_spring,1995,Low,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,26.07287521362305,1,0,0,0,4.180505021413167,0,0,1,1,26.003777694702148,0,0,5.050092029571533,33.90000047534704,26.76671400524321,0,0,0.1000000014901161,0,0.0,3.90278528985523,11.699999906122684,1,0.0,1
Vinh Long_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.09412431716919,0,0,0,0,4.225005563100179,0,0,0,0,28.071416727701823,0,0,3.5529279327392578,89.10000152885914,29.56145640781947,0,0,199.3000054359436,0,8.0,5.6364088285537,179.30000483989716,0,0.0,0
Vinh Long_1995_main_season,1995,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.373812866210937,0,1,0,0,3.626605049769083,0,0,0,0,26.723361333211265,0,0,3.3191910362243653,196.60000616312027,28.595584142775763,0,0,285.29999566078186,0,0.0,4.584474211647397,160.50000596046448,0,0.0,0
An Giang_1995_main_season,1995,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75154161453247,0,1,0,0,3.8614348411560058,0,0,0,0,27.14869524637858,0,0,3.4649389791488647,142.80000242590904,28.957642873128258,0,0,254.49999886751175,0,0.0,4.88409484000433,137.90000514686108,0,0.0,0
An Giang_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.650188064575197,0,0,0,0,4.514797258377075,0,0,0,0,28.565777842203776,0,0,3.7245484256744383,59.79999942332506,30.10714848836263,0,0,194.10000632703304,0,15.0,5.758206662677583,119.90000299364328,0,0.0,0
An Giang_1995_winter_spring,1995,Medium,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,26.09175043106079,1,0,0,0,4.17770250638326,0,0,0,0,26.044806162516277,0,0,5.006621360778809,26.099999360740185,27.077187220255535,1,0,0.0,0,0.0,3.859755118687948,12.299999721348286,0,0.0,0
Dong Thap_1995_winter_spring,1995,Low,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,26.17414426803589,1,0,0,0,4.239013417561849,0,0,0,0,26.225082015991212,0,0,5.075308456420898,38.10000072419644,27.176729474748885,1,0,0.300000011920929,0,0.0,3.952255600974673,11.299999848008156,0,0.0,0
Dong Thap_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.519665908813476,0,0,0,0,4.467238807678223,0,0,0,0,28.493694051106772,0,0,3.6794411277771,91.5000013113022,30.06452669416155,0,0,208.60000053048137,0,11.0,5.816786902291434,155.20000100135803,0,0.0,0
Ca Mau_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.248082542419432,0,0,0,0,4.293560679753622,0,0,0,0,28.175583267211913,0,0,3.6709506511688232,87.29999829828739,28.91804295494443,0,0,305.90000200271606,0,1.0,5.4753792853582475,207.60000157356265,0,0.0,0
Ca Mau_1995_main_season,1995,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.473187351226805,0,0,0,0,3.860201629002889,0,0,0,0,26.93030548095703,0,0,3.28114333152771,216.10000252723697,28.52984873453776,0,0,377.2999975681305,0,0.0,4.567823852811541,195.79999995231628,0,0.0,0
Soc Trang_1995_winter_spring,1995,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.85814647674561,1,0,0,0,4.5396043459574384,0,0,1,1,25.768667221069336,0,0,5.020584621429443,53.90000042319298,26.628012975056965,0,0,0.3000000044703483,0,0.0,4.12518622761681,7.100000053644181,1,0.0,1
Long An_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.156270694732665,0,0,0,0,4.4339735825856526,0,0,0,0,28.1461664835612,0,0,3.676655874252319,90.19999931752682,29.979063215709868,0,0,245.5000061392784,0,17.0,5.980853285108294,173.2000057697296,0,0.0,0
Long An_1995_main_season,1995,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.46179094314575,0,1,0,0,3.712463235855102,0,0,0,0,26.675610478719076,0,0,3.4735559844970703,204.9000061750412,28.800392241705033,0,0,268.2999996095896,0,2.0,4.827374844324021,175.10000437498093,0,0.0,0
Tien Giang_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.927249050140382,1,0,0,0,3.764841985702515,1,0,1,1,23.92502784729004,0,1,4.4573830890655515,60.799998730421066,25.15375736781529,0,1,2.9000000283122063,0,0.0,3.146624917075747,36.30000248551369,1,0.0,1
Dong Thap_1996_summer_autumn,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.97977056503296,0,1,0,0,3.6775438944498697,0,0,0,0,26.917860412597655,0,0,3.353429174423218,200.7000035047531,27.96026084536598,0,0,172.09999799728394,0,0.0,4.522259973344349,126.40000037103891,0,0.0,0
Dong Thap_1996_winter_spring,1996,Low,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.369977951049805,1,0,0,0,3.8527626514434816,0,0,1,1,24.34480514526367,0,0,4.55979434967041,49.49999989569187,25.745776766822452,0,0,3.0000000447034836,0,0.0,3.503521845454262,32.80000128597021,1,0.0,1
Vinh Long_1996_main_season,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.369332218170165,0,1,0,0,3.741663853327433,0,0,0,0,26.771416727701823,0,0,3.6871127796173098,237.60000836849213,26.872071220761253,0,0,197.50000244379044,0,0.0,3.472020319529942,140.00000035762787,0,0.0,0
Long An_1996_winter_spring,1996,Medium,2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,25.546165657043456,1,0,0,0,3.980514923731486,0,0,0,0,24.489498901367188,0,0,4.734049196243286,37.70000076293945,25.36358678908575,1,0,2.200000047683716,0,0.0,3.3520599830718267,26.400000870227817,0,0.0,0
Long An_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.8404372215271,0,1,0,0,3.6084352016448977,0,0,0,0,26.81019376118978,0,0,3.5391790962219236,228.80000680685043,28.02936008998326,0,0,159.1000079214573,0,0.0,4.5535295350211005,131.79999801516533,0,0.0,0
Long An_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.61939525604248,0,1,1,1,3.951190837224325,0,0,0,0,26.825610987345375,0,0,3.805320672988892,210.4999989271164,26.916562034970237,0,0,197.1999985948205,0,0.0,3.57809126944769,116.40000620484352,0,0.0,0
An Giang_1996_winter_spring,1996,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.37685422897339,1,0,0,0,3.872266960144043,0,0,1,1,24.36272290547689,0,0,4.5183345985412595,29.09999907016754,25.80258423941476,0,0,3.7000000923871994,0,0.0,3.5860978819075084,31.399999663233753,1,0.0,1
An Giang_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.022376823425297,0,0,0,0,3.8064584573109945,0,0,0,0,26.96188939412435,0,0,3.3459672689437867,172.70000034570694,27.87083843776158,0,0,201.8000019788742,0,0.0,4.535148552485874,133.80000062286854,0,0.0,0
An Giang_1996_main_season,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.64675054550171,0,1,1,0,4.0171586036682125,0,1,0,0,26.98008460998535,0,0,3.8577004528045657,188.49999983608723,27.133635929652623,0,0,179.40000188350675,0,0.0,3.720185143607003,151.00000343471766,0,0.0,0
Tra Vinh_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.41004180908203,0,1,0,0,3.7761948108673096,0,0,0,0,26.840527216593426,0,0,3.815270118713379,266.80000396072865,26.906043188912527,0,0,238.1000030040741,0,0.0,3.5500520297459195,141.80000567436218,0,0.0,0
Tra Vinh_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.883375358581542,0,1,0,0,3.50567839940389,0,0,0,0,26.87941665649414,0,0,3.2747808122634887,247.30000185966492,27.87092481340681,0,0,214.30000519752505,0,0.0,4.504558915183658,166.70000238716602,0,0.0,0
Ben Tre_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.88689479827881,0,1,0,0,3.468784729639689,0,0,0,0,26.853805923461913,0,0,3.3225038385391237,232.50000405311584,27.87459891183036,0,0,201.40000176429749,0,0.0,4.463244233812604,150.70000046491623,0,0.0,0
Tien Giang_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.827978134155273,0,1,0,0,3.49097957611084,0,0,0,0,26.757527287801107,0,0,3.352215781211853,232.50000405311584,27.812785284859793,0,0,201.40000176429749,0,0.0,4.469637893495106,150.70000046491623,0,0.0,0
Tien Giang_1996_main_season,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.454541301727296,0,1,0,0,3.819800504048666,0,0,0,0,26.809333165486652,0,0,3.8059227752685545,243.30000585317612,26.782725379580544,0,0,205.1000013947487,0,0.0,3.5311634881155833,121.10000272095203,0,0.0,0
Tra Vinh_1996_winter_spring,1996,Medium,2,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.768270683288577,1,0,0,0,3.765144697825114,1,0,1,1,23.770943959554035,0,1,4.507954893112182,56.70000401139259,25.351777485438756,0,1,3.100000075995922,0,0.0,3.048392307190668,26.499999918043617,1,0.0,1
Can Tho_1996_main_season,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.29185400009155,0,1,0,0,3.7190900007883703,1,0,0,0,26.688693364461265,0,0,3.638705406188965,221.00000327825543,26.907582237606956,0,0,195.70000272989273,0,0.0,3.492686294374012,132.4999991208315,0,0.0,0
Soc Trang_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.69252109527588,1,0,0,0,3.914336760838826,1,0,1,1,23.72519442240397,0,1,4.703348388671875,37.899999745190144,25.26967902410598,0,1,4.6999999806284904,0,0.0,2.9203865698405673,28.300001740455627,1,0.0,1
Soc Trang_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.858770751953124,0,1,0,0,3.5783069292704264,0,0,0,0,26.892278289794923,0,0,3.2329777002334597,188.2000035047531,27.773449216570175,0,0,198.9000001549721,0,0.0,4.4883613132295155,165.30000296235085,0,0.0,0
Soc Trang_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.407000255584716,0,1,0,0,3.713910977045695,1,0,0,0,26.73533401489258,0,0,3.790106716156006,237.9000029861927,26.947059994652157,0,0,190.00000083446503,0,0.0,3.5687243257250105,131.60000026226044,0,0.0,0
Bac Lieu_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.82674961090088,0,1,1,1,3.823747237523397,0,0,0,0,27.001888275146484,0,0,3.860949144363403,271.90000815689564,27.275439035324823,0,0,186.20000548660755,0,0.0,3.720370474315825,153.3999988436699,0,0.0,0
Bac Lieu_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.240186595916747,0,0,0,0,3.723948431015015,0,0,0,0,27.097304153442384,0,0,3.4043338966369627,198.20000767707825,27.83972549438477,0,0,236.0999962091446,0,0.0,4.520941632134574,144.3000009804964,0,0.0,0
Bac Lieu_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.951853370666505,1,0,0,0,4.2376998583475745,1,0,1,1,24.148692194620768,0,1,4.826513338088989,31.700000017881393,25.620282127743675,0,1,6.59999980032444,0,0.0,3.1429634378069924,24.40000123530626,1,0.0,1
Ben Tre_1996_main_season,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.45929088592529,0,1,0,0,3.8058034420013422,0,0,0,0,26.875887807210287,0,0,3.787218909263611,243.30000585317612,26.848309834798176,0,0,205.1000013947487,0,0.0,3.514313470749628,121.10000272095203,0,0.0,0
Ca Mau_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.06922845840454,0,0,0,0,3.6722044150034585,0,0,0,0,26.944470850626622,0,0,3.2653181028366087,184.69999432563785,27.65990720476423,0,0,236.5999975204468,0,0.0,4.288050288245792,183.1000006198883,0,0.0,0
Ca Mau_1996_main_season,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.602874565124512,0,1,0,0,3.852669636408488,0,0,0,0,26.851000340779624,0,0,3.7047954845428466,276.8000010251999,27.19661431085496,0,0,255.79999673366547,0,0.0,3.725524425506592,166.59999614953995,0,0.0,0
Ben Tre_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.839499378204344,1,0,0,0,3.7177942911783854,1,0,1,1,23.88366635640462,0,1,4.357607154846192,60.799998730421066,25.29414258684431,0,1,2.9000000283122063,0,0.0,3.12434827146076,36.30000248551369,1,0.0,1
Kien Giang_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6283540725708,0,0,1,1,3.970615593592326,0,0,0,0,26.945889282226563,0,0,3.721949257850647,308.5000115633011,27.20717902410598,0,0,204.4999938979745,0,0.0,3.8480953943161738,212.30000300705433,0,0.0,0
Kien Giang_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.10804204940796,0,0,0,0,3.9437134742736815,0,0,0,0,26.951167170206705,0,0,3.1652068567276,181.59999525547028,27.72711944580078,0,0,278.39999985694885,0,0.0,4.510842266536894,233.10000622272491,0,0.0,0
Vinh Long_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.82829170227051,0,1,0,0,3.4388163725535077,0,0,0,0,26.739749145507812,0,0,3.1757635736465453,212.10000604391095,27.769194557553245,0,0,191.10000121593475,0,0.0,4.3621977510906405,129.80000752210617,0,0.0,0
Vinh Long_1996_winter_spring,1996,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,24.956207847595216,1,0,0,0,3.694774055480957,0,0,1,1,23.981138102213546,0,0,4.439700269699097,61.39999660849571,25.352528345017205,0,0,3.800000086426735,0,0.0,3.162064921288263,28.999999798834324,1,0.0,1
Kien Giang_1996_winter_spring,1996,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.053249835968018,1,0,0,0,3.913730430603027,0,0,1,1,24.11116561889649,0,0,4.490528736114502,41.30000019073486,25.707675298055012,0,0,15.600000090897083,0,0.0,3.5769897415524436,56.29999980330467,1,0.0,1
Can Tho_1996_winter_spring,1996,Medium,2,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.690081977844237,1,0,0,0,3.6456652959187825,1,0,1,1,23.685916646321616,0,1,4.361849994659424,50.10000090301037,25.413336072649276,0,1,6.500000044703484,0,0.0,3.0896480026699247,42.50000013411045,1,0.0,1
Can Tho_1996_summer_autumn,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.74758243560791,0,1,0,0,3.51642058690389,0,0,0,0,26.797304407755533,0,0,3.077479658126831,176.6000018119812,27.67285964602516,0,0,205.4000024795532,0,0.0,4.311580771491641,138.70000022649765,0,0.0,0
Soc Trang_1997_summer_autumn,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.036271381378175,0,0,0,0,4.116852108637492,0,0,0,0,27.132139587402342,0,0,3.0927824354171753,134.9999988824129,28.52285366966611,0,0,240.10000252723697,0,0.0,5.2410096895127065,149.9000044465065,0,0.0,0
Soc Trang_1997_winter_spring,1997,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.75022897720337,1,0,0,0,3.904637368520101,0,0,1,1,23.81894340515137,0,0,4.245237627029419,168.39999604970217,25.44953863961356,0,0,17.499999925494194,0,0.0,2.753224809964498,1.7000001221895218,1,0.0,1
Tra Vinh_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.019937133789064,0,0,0,0,3.655507485071818,0,1,0,0,26.37900047302246,1,0,3.747767052650451,139.3999999910593,27.12042808532715,0,0,217.1000021249056,0,0.0,3.609430256344023,258.5000011920929,0,0.0,0
Tra Vinh_1997_winter_spring,1997,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.743687629699707,1,0,0,0,3.7848961353302,0,0,1,1,23.863861083984375,0,0,4.202229995727539,138.80000016093254,25.61745253063383,0,0,20.499999187886715,0,0.0,2.9651085308619907,2.4000000953674316,1,0.0,1
An Giang_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.40154218673706,0,0,1,0,3.6719574610392254,0,1,0,0,26.66522280375163,0,0,3.7988930797576903,129.00000558048487,27.213396798996698,0,0,149.69999623298645,0,0.0,3.693848939169021,191.9000056385994,0,0.0,0
Dong Thap_1997_summer_autumn,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.411853504180907,0,0,0,0,4.178034925460816,0,0,0,0,27.27147153218587,0,0,3.0871391773223875,143.70000304281712,29.03297896612258,0,0,244.5999985709786,0,2.0,5.1548920813060946,103.09999841451643,0,0.0,0
