id_vụ,year,yield_class,yield_class_encoded,pat_016__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_017__stage_1_Mát-Khô__stage_3_Mát-Khô,pat_009__stage_1_Mát-Khô__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_030__stage_2_Mát-Khô__stage_3_Mát-Khô__stage_4_Mát-Khô,pat_027__stage_2_Mát-Khô__stage_3_Mát-Khô__stage_5_Mát-Khô,pat_004__stage_3_Vừa-Khô,pat_006__stage_1_Mát-Khô__stage_2_Mát-Khô,pat_011__stage_2_Mát-Khô__stage_4_Mát-Khô,pat_008__stage_2_Mát-Khô__stage_5_Mát-Khô,pat_025__stage_2_Mát-Vừa,pat_031__stage_2_Mát-Khô__stage_4_Mát-Khô__stage_5_Mát-Khô,pat_003__stage_1_Mát-Khô,pat_022__stage_4_Vừa-Vừa__stage_5_Vừa-Vừa,pat_019__stage_5_Mát-Vừa,stage_4_avg_temp,pat_002__stage_3_Mát-Khô__stage_4_Mát-Khô,pat_021__stage_3_Vừa-Vừa__stage_4_Vừa-Vừa,pat_024__stage_3_Vừa-Vừa__stage_5_Vừa-Vừa,pat_005__stage_2_Vừa-Ướt__stage_5_Vừa-Vừa,stage_3_avg_et0,pat_028__stage_1_Mát-Vừa,pat_010__stage_2_Vừa-Vừa__stage_5_Vừa-Vừa,pat_000__stage_3_Mát-Khô__stage_4_Mát-Khô__stage_5_Mát-Khô,pat_001__stage_3_Mát-Khô__stage_5_Mát-Khô,stage_3_avg_temp,pat_026__stage_4_Mát-Ướt,pat_020__stage_1_Mát-Vừa__stage_4_Mát-Khô,stage_5_avg_et0,stage_2_total_precip,stage_1_avg_temp
Kien Giang_1995_winter_spring,1995,High,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,26.19897871017456,1,0,0,0,4.207191530863444,0,0,0,0,25.96061134338379,0,0,4.995009937286377,50.999998576939106,26.918488366263254
Vinh Long_1995_winter_spring,1995,Low,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,26.07287521362305,1,0,0,0,4.180505021413167,0,0,1,1,26.003777694702148,0,0,5.050092029571533,33.90000047534704,26.76671400524321
Vinh Long_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.09412431716919,0,0,0,0,4.225005563100179,0,0,0,0,28.071416727701823,0,0,3.5529279327392578,89.10000152885914,29.56145640781947
Vinh Long_1995_main_season,1995,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.373812866210937,0,1,0,0,3.626605049769083,0,0,0,0,26.723361333211265,0,0,3.3191910362243653,196.60000616312027,28.595584142775763
An Giang_1995_main_season,1995,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75154161453247,0,1,0,0,3.8614348411560058,0,0,0,0,27.14869524637858,0,0,3.4649389791488647,142.80000242590904,28.957642873128258
An Giang_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.650188064575197,0,0,0,0,4.514797258377075,0,0,0,0,28.565777842203776,0,0,3.7245484256744383,59.79999942332506,30.10714848836263
An Giang_1995_winter_spring,1995,Medium,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,26.09175043106079,1,0,0,0,4.17770250638326,0,0,0,0,26.044806162516277,0,0,5.006621360778809,26.099999360740185,27.077187220255535
Dong Thap_1995_winter_spring,1995,Low,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,26.17414426803589,1,0,0,0,4.239013417561849,0,0,0,0,26.225082015991212,0,0,5.075308456420898,38.10000072419644,27.176729474748885
Dong Thap_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.519665908813476,0,0,0,0,4.467238807678223,0,0,0,0,28.493694051106772,0,0,3.6794411277771,91.5000013113022,30.06452669416155
Ca Mau_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.248082542419432,0,0,0,0,4.293560679753622,0,0,0,0,28.175583267211913,0,0,3.6709506511688232,87.29999829828739,28.91804295494443
Ca Mau_1995_main_season,1995,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.473187351226805,0,0,0,0,3.860201629002889,0,0,0,0,26.93030548095703,0,0,3.28114333152771,216.10000252723697,28.52984873453776
Soc Trang_1995_winter_spring,1995,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.85814647674561,1,0,0,0,4.5396043459574384,0,0,1,1,25.768667221069336,0,0,5.020584621429443,53.90000042319298,26.628012975056965
Long An_1995_summer_autumn,1995,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.156270694732665,0,0,0,0,4.4339735825856526,0,0,0,0,28.1461664835612,0,0,3.676655874252319,90.19999931752682,29.979063215709868
Long An_1995_main_season,1995,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.46179094314575,0,1,0,0,3.712463235855102,0,0,0,0,26.675610478719076,0,0,3.4735559844970703,204.9000061750412,28.800392241705033
Tien Giang_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.927249050140382,1,0,0,0,3.764841985702515,1,0,1,1,23.92502784729004,0,1,4.4573830890655515,60.799998730421066,25.15375736781529
Dong Thap_1996_summer_autumn,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.97977056503296,0,1,0,0,3.6775438944498697,0,0,0,0,26.917860412597655,0,0,3.353429174423218,200.7000035047531,27.96026084536598
Dong Thap_1996_winter_spring,1996,Low,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.369977951049805,1,0,0,0,3.8527626514434816,0,0,1,1,24.34480514526367,0,0,4.55979434967041,49.49999989569187,25.745776766822452
Vinh Long_1996_main_season,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.369332218170165,0,1,0,0,3.741663853327433,0,0,0,0,26.771416727701823,0,0,3.6871127796173098,237.60000836849213,26.872071220761253
Long An_1996_winter_spring,1996,Medium,2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,25.546165657043456,1,0,0,0,3.980514923731486,0,0,0,0,24.489498901367188,0,0,4.734049196243286,37.70000076293945,25.36358678908575
Long An_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.8404372215271,0,1,0,0,3.6084352016448977,0,0,0,0,26.81019376118978,0,0,3.5391790962219236,228.80000680685043,28.02936008998326
Long An_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.61939525604248,0,1,1,1,3.951190837224325,0,0,0,0,26.825610987345375,0,0,3.805320672988892,210.4999989271164,26.916562034970237
An Giang_1996_winter_spring,1996,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.37685422897339,1,0,0,0,3.872266960144043,0,0,1,1,24.36272290547689,0,0,4.5183345985412595,29.09999907016754,25.80258423941476
An Giang_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.022376823425297,0,0,0,0,3.8064584573109945,0,0,0,0,26.96188939412435,0,0,3.3459672689437867,172.70000034570694,27.87083843776158
An Giang_1996_main_season,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.64675054550171,0,1,1,0,4.0171586036682125,0,1,0,0,26.98008460998535,0,0,3.8577004528045657,188.49999983608723,27.133635929652623
Tra Vinh_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.41004180908203,0,1,0,0,3.7761948108673096,0,0,0,0,26.840527216593426,0,0,3.815270118713379,266.80000396072865,26.906043188912527
Tra Vinh_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.883375358581542,0,1,0,0,3.50567839940389,0,0,0,0,26.87941665649414,0,0,3.2747808122634887,247.30000185966492,27.87092481340681
Ben Tre_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.88689479827881,0,1,0,0,3.468784729639689,0,0,0,0,26.853805923461913,0,0,3.3225038385391237,232.50000405311584,27.87459891183036
Tien Giang_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.827978134155273,0,1,0,0,3.49097957611084,0,0,0,0,26.757527287801107,0,0,3.352215781211853,232.50000405311584,27.812785284859793
Tien Giang_1996_main_season,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.454541301727296,0,1,0,0,3.819800504048666,0,0,0,0,26.809333165486652,0,0,3.8059227752685545,243.30000585317612,26.782725379580544
Tra Vinh_1996_winter_spring,1996,Medium,2,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.768270683288577,1,0,0,0,3.765144697825114,1,0,1,1,23.770943959554035,0,1,4.507954893112182,56.70000401139259,25.351777485438756
Can Tho_1996_main_season,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.29185400009155,0,1,0,0,3.7190900007883703,1,0,0,0,26.688693364461265,0,0,3.638705406188965,221.00000327825543,26.907582237606956
Soc Trang_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.69252109527588,1,0,0,0,3.914336760838826,1,0,1,1,23.72519442240397,0,1,4.703348388671875,37.899999745190144,25.26967902410598
Soc Trang_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.858770751953124,0,1,0,0,3.5783069292704264,0,0,0,0,26.892278289794923,0,0,3.2329777002334597,188.2000035047531,27.773449216570175
Soc Trang_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.407000255584716,0,1,0,0,3.713910977045695,1,0,0,0,26.73533401489258,0,0,3.790106716156006,237.9000029861927,26.947059994652157
Bac Lieu_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.82674961090088,0,1,1,1,3.823747237523397,0,0,0,0,27.001888275146484,0,0,3.860949144363403,271.90000815689564,27.275439035324823
Bac Lieu_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.240186595916747,0,0,0,0,3.723948431015015,0,0,0,0,27.097304153442384,0,0,3.4043338966369627,198.20000767707825,27.83972549438477
Bac Lieu_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.951853370666505,1,0,0,0,4.2376998583475745,1,0,1,1,24.148692194620768,0,1,4.826513338088989,31.700000017881393,25.620282127743675
Ben Tre_1996_main_season,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.45929088592529,0,1,0,0,3.8058034420013422,0,0,0,0,26.875887807210287,0,0,3.787218909263611,243.30000585317612,26.848309834798176
Ca Mau_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.06922845840454,0,0,0,0,3.6722044150034585,0,0,0,0,26.944470850626622,0,0,3.2653181028366087,184.69999432563785,27.65990720476423
Ca Mau_1996_main_season,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.602874565124512,0,1,0,0,3.852669636408488,0,0,0,0,26.851000340779624,0,0,3.7047954845428466,276.8000010251999,27.19661431085496
Ben Tre_1996_winter_spring,1996,Low,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.839499378204344,1,0,0,0,3.7177942911783854,1,0,1,1,23.88366635640462,0,1,4.357607154846192,60.799998730421066,25.29414258684431
Kien Giang_1996_main_season,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6283540725708,0,0,1,1,3.970615593592326,0,0,0,0,26.945889282226563,0,0,3.721949257850647,308.5000115633011,27.20717902410598
Kien Giang_1996_summer_autumn,1996,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.10804204940796,0,0,0,0,3.9437134742736815,0,0,0,0,26.951167170206705,0,0,3.1652068567276,181.59999525547028,27.72711944580078
Vinh Long_1996_summer_autumn,1996,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.82829170227051,0,1,0,0,3.4388163725535077,0,0,0,0,26.739749145507812,0,0,3.1757635736465453,212.10000604391095,27.769194557553245
Vinh Long_1996_winter_spring,1996,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,24.956207847595216,1,0,0,0,3.694774055480957,0,0,1,1,23.981138102213546,0,0,4.439700269699097,61.39999660849571,25.352528345017205
Kien Giang_1996_winter_spring,1996,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.053249835968018,1,0,0,0,3.913730430603027,0,0,1,1,24.11116561889649,0,0,4.490528736114502,41.30000019073486,25.707675298055012
Can Tho_1996_winter_spring,1996,Medium,2,1,0,0,1,1,0,0,1,1,0,1,0,0,0,24.690081977844237,1,0,0,0,3.6456652959187825,1,0,1,1,23.685916646321616,0,1,4.361849994659424,50.10000090301037,25.413336072649276
Can Tho_1996_summer_autumn,1996,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.74758243560791,0,1,0,0,3.51642058690389,0,0,0,0,26.797304407755533,0,0,3.077479658126831,176.6000018119812,27.67285964602516
Soc Trang_1997_summer_autumn,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.036271381378175,0,0,0,0,4.116852108637492,0,0,0,0,27.132139587402342,0,0,3.0927824354171753,134.9999988824129,28.52285366966611
Soc Trang_1997_winter_spring,1997,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.75022897720337,1,0,0,0,3.904637368520101,0,0,1,1,23.81894340515137,0,0,4.245237627029419,168.39999604970217,25.44953863961356
Tra Vinh_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.019937133789064,0,0,0,0,3.655507485071818,0,1,0,0,26.37900047302246,1,0,3.747767052650451,139.3999999910593,27.12042808532715
Tra Vinh_1997_winter_spring,1997,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.743687629699707,1,0,0,0,3.7848961353302,0,0,1,1,23.863861083984375,0,0,4.202229995727539,138.80000016093254,25.61745253063383
An Giang_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.40154218673706,0,0,1,0,3.6719574610392254,0,1,0,0,26.66522280375163,0,0,3.7988930797576903,129.00000558048487,27.213396798996698
Dong Thap_1997_summer_autumn,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.411853504180907,0,0,0,0,4.178034925460816,0,0,0,0,27.27147153218587,0,0,3.0871391773223875,143.70000304281712,29.03297896612258
Tra Vinh_1997_summer_autumn,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1471248626709,0,0,0,0,4.19379301071167,0,0,0,0,27.17372245788574,0,0,3.1592762994766237,156.19999796152115,28.57717377798898
Can Tho_1997_summer_autumn,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.916957092285156,0,1,0,0,3.964394203821818,0,0,0,0,26.971055221557616,0,0,2.9046852731704713,145.90000039339066,28.81899107070196
Tien Giang_1997_winter_spring,1997,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.000479698181152,1,0,0,0,3.7987610975901287,0,0,1,1,23.96127700805664,0,0,4.118849630355835,111.60000353306532,25.463578269595192
Tien Giang_1997_summer_autumn,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.235165691375737,0,0,0,0,4.237295293807984,0,0,0,0,27.29308319091797,0,0,3.1152368879318235,145.39999932050705,28.62359837123326
Tien Giang_1997_main_season,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.831103324890137,0,0,0,0,3.7213608264923095,0,1,0,0,26.45836003621419,1,0,3.7468884944915777,114.29999912530184,27.150483540126256
Bac Lieu_1997_winter_spring,1997,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.16456232070923,1,0,0,0,4.226145315170288,0,0,1,1,24.358694330851236,0,0,4.300116128921509,153.40000198036432,25.604109355381556
Bac Lieu_1997_summer_autumn,1997,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.25935287475586,0,0,0,0,4.191064643859863,0,0,0,0,27.418416213989257,0,0,3.1579913854599,147.10000562667847,28.580201466878258
Bac Lieu_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.53935317993164,0,1,1,0,3.491458018620809,0,1,0,0,26.54591522216797,0,0,3.7916383266448976,129.5000048354268,27.343296595982142
Soc Trang_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.137313079833984,0,0,0,0,3.446112600962321,0,1,0,0,26.26227747599284,0,0,3.7139492988586422,138.60000222921371,27.107773826235817
Can Tho_1997_main_season,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.031332874298094,0,0,0,0,3.3838337739308675,0,0,0,0,26.23077646891276,1,0,3.5496203804016115,136.80000004172325,26.99726558866955
Kien Giang_1997_main_season,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4217924118042,0,0,1,0,3.493188492457072,0,1,0,0,26.52811050415039,0,0,3.6596789741516114,192.19999000430107,27.1419011978876
Kien Giang_1997_summer_autumn,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.221478939056396,0,0,0,0,4.04994428952535,0,0,0,0,27.201862080891928,0,0,2.9924158596992494,129.5999996960163,28.718985239664715
Ca Mau_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.50797882080078,0,0,0,0,3.389675418535868,0,1,0,0,26.446138509114583,0,0,3.652257037162781,155.800001218915,27.10425367809477
Ca Mau_1997_summer_autumn,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.99141569137573,0,1,0,0,4.038372993469238,0,0,0,0,27.200583267211915,0,0,3.0291730642318724,179.59999831020832,28.201674779256184
Ca Mau_1997_winter_spring,1997,High,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.40891590118408,1,0,0,0,3.9819207032521566,0,0,1,1,24.14141642252604,0,0,4.116637907028198,106.5000022277236,25.3152646564302
Ben Tre_1997_winter_spring,1997,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.80939588546753,1,0,0,0,3.7650439103444415,0,0,1,1,23.99741528828939,0,0,4.067706079483032,111.60000353306532,25.608725502377464
Dong Thap_1997_winter_spring,1997,Low,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25.30883283615112,1,0,0,0,3.9049885590871174,0,0,0,0,23.759526824951173,0,0,4.1232413387298585,98.60000070929529,25.795380819411506
Long An_1997_winter_spring,1997,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.60689535140991,1,0,0,0,4.0218892097473145,0,0,0,0,23.909499486287434,0,0,4.231831035614014,102.7000000178814,25.65336845034645
Long An_1997_summer_autumn,1997,Low,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.57929105758667,0,0,0,0,4.295863342285156,0,0,0,0,27.439082463582356,0,0,3.0887605285644533,126.00000040978192,29.04434086027599
Long An_1997_main_season,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.04033260345459,0,0,1,0,3.761245425542195,0,1,0,0,26.633111190795898,1,0,3.790089693069458,110.30000054836272,27.445531027657644
Ben Tre_1997_summer_autumn,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.206061840057373,0,0,0,0,4.224077272415161,0,0,0,0,27.30533332824707,0,0,3.1049720287322997,145.39999932050705,28.562794276646205
Kien Giang_1997_winter_spring,1997,High,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,25.24689598083496,1,0,0,0,4.03626495997111,0,0,1,1,23.80422223409017,0,0,4.147577123641968,78.00000024586916,25.793686548868816
Vinh Long_1997_main_season,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.918812370300294,0,0,0,0,3.575420618057251,0,1,0,0,26.408222071329753,1,0,3.647666759490966,130.3999980390072,27.151833398001536
Vinh Long_1997_summer_autumn,1997,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.102770805358887,0,0,0,0,4.113434187571207,0,0,0,0,27.211834335327147,0,0,2.9873925924301146,140.4999991208315,28.847071693057107
An Giang_1997_winter_spring,1997,Medium,2,1,0,0,1,1,0,0,1,1,0,1,0,0,0,25.129041767120363,1,0,0,0,3.9261671861012775,0,0,1,1,23.677722930908203,0,0,4.062010202407837,82.60000124573708,25.85734494527181
An Giang_1997_summer_autumn,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.35675048828125,0,0,0,0,4.1603462378184,0,0,0,0,27.2556391398112,0,0,3.08891571521759,129.00000005960464,28.97302046276274
Vinh Long_1997_winter_spring,1997,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.026416778564453,1,0,0,0,3.7155532519022625,0,0,1,1,23.79558334350586,0,0,4.086420288085938,115.60000390559436,25.586753845214844
Ben Tre_1997_main_season,1997,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.910228729248047,0,0,0,0,3.69474941889445,0,1,0,0,26.455749384562175,1,0,3.722247695922852,114.29999912530184,27.1315434773763
Can Tho_1997_winter_spring,1997,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.69487428665161,1,0,0,0,3.6517488956451416,0,0,1,1,23.4941104888916,0,0,4.0004771900177,107.7999999821186,25.581193106515062
